,Date,Overlap,variable,value
1036,2008-04-07,Acoustic,Whale,
1037,2008-04-08,AcousticWhale,Whale,Whale
1038,2008-04-09,AcousticWhale,Whale,Whale
1039,2008-04-10,AcousticWhale,Whale,Whale
1040,2008-04-11,AcousticWhale,Whale,Whale
1041,2008-04-12,Acoustic,Whale,
1042,2008-04-13,Acoustic,Whale,
1043,2008-04-14,AcousticWhale,Whale,Whale
1044,2008-04-15,AcousticWhale,Whale,Whale
1045,2008-04-16,Acoustic,Whale,
1046,2008-04-17,Acoustic,Whale,
1047,2008-04-18,Acoustic,Whale,
1048,2008-04-19,AcousticWhale,Whale,Whale
1049,2008-04-20,AcousticWhale,Whale,Whale
1050,2008-04-21,AcousticWhale,Whale,Whale
1051,2008-04-22,Acoustic,Whale,
1052,2008-04-23,AcousticWhale,Whale,Whale
1053,2008-04-24,Acoustic,Whale,
1054,2008-04-25,AcousticWhale,Whale,Whale
1055,2008-04-26,AcousticWhale,Whale,Whale
1056,2008-04-27,AcousticWhale,Whale,Whale
1057,2008-04-28,AcousticWhale,Whale,Whale
1058,2008-04-29,Acoustic,Whale,
1059,2008-04-30,Acoustic,Whale,
1060,2008-05-01,AcousticWhale,Whale,Whale
1061,2008-05-02,Acoustic,Whale,
1062,2008-05-03,Acoustic,Whale,
1063,2008-05-04,Acoustic,Whale,
1064,2008-05-05,Acoustic,Whale,
1065,2008-05-06,Acoustic,Whale,
1066,2008-05-07,Acoustic,Whale,
1067,2008-05-08,Acoustic,Whale,
1068,2008-05-09,Acoustic,Whale,
1069,2008-05-10,Acoustic,Whale,
1070,2008-05-11,Acoustic,Whale,
1071,2008-05-12,Acoustic,Whale,
1072,2008-05-13,Acoustic,Whale,
1073,2008-05-14,Acoustic,Whale,
1074,2008-05-15,AcousticWhale,Whale,Whale
1075,2008-05-16,Acoustic,Whale,
1076,2008-05-17,Acoustic,Whale,
1077,2008-05-18,Acoustic,Whale,
1078,2008-05-19,Acoustic,Whale,
1079,2008-05-20,Acoustic,Whale,
1080,2009-01-26,Whale,Whale,Whale
1081,2009-01-30,Whale,Whale,Whale
1082,2009-02-02,Whale,Whale,Whale
1083,2009-02-11,Whale,Whale,Whale
1084,2009-02-16,Whale,Whale,Whale
1085,2009-02-17,Acoustic,Whale,
1086,2009-02-18,AcousticWhale,Whale,Whale
1087,2009-02-19,Acoustic,Whale,
1088,2009-02-20,Acoustic,Whale,
1089,2009-02-21,Acoustic,Whale,
1090,2009-02-22,AcousticWhale,Whale,Whale
1091,2009-02-23,Acoustic,Whale,
1092,2009-02-24,Acoustic,Whale,
1093,2009-02-25,AcousticWhale,Whale,Whale
1094,2009-02-26,AcousticWhale,Whale,Whale
1095,2009-02-27,Acoustic,Whale,
1096,2009-02-28,Acoustic,Whale,
1097,2009-03-01,Acoustic,Whale,
1098,2009-03-02,Acoustic,Whale,
1099,2009-03-03,Acoustic,Whale,
1100,2009-03-04,Acoustic,Whale,
1101,2009-03-05,Acoustic,Whale,
1102,2009-03-06,Acoustic,Whale,
1103,2009-03-07,Acoustic,Whale,
1104,2009-03-08,Acoustic,Whale,
1105,2009-03-09,Acoustic,Whale,
1106,2009-03-10,AcousticWhale,Whale,Whale
1107,2009-03-11,Acoustic,Whale,
1108,2009-03-12,Acoustic,Whale,
1109,2009-03-13,Acoustic,Whale,
1110,2009-03-14,AcousticWhale,Whale,Whale
1111,2009-03-15,AcousticWhale,Whale,Whale
1112,2009-03-16,Acoustic,Whale,
1113,2009-03-17,AcousticWhale,Whale,Whale
1114,2009-03-18,Acoustic,Whale,
1115,2009-03-19,Acoustic,Whale,
1116,2009-03-20,Acoustic,Whale,
1117,2009-03-21,Acoustic,Whale,
1118,2009-03-22,Acoustic,Whale,
1119,2009-03-23,Acoustic,Whale,
1120,2009-03-24,Acoustic,Whale,
1121,2009-03-25,Acoustic,Whale,
1122,2009-03-26,AcousticWhale,Whale,Whale
1123,2009-03-27,Acoustic,Whale,
1124,2009-03-28,Acoustic,Whale,
1125,2009-03-29,Acoustic,Whale,
1126,2009-03-30,Acoustic,Whale,
1127,2009-03-31,Acoustic,Whale,
1128,2009-04-01,AcousticWhale,Whale,Whale
1129,2009-04-02,Acoustic,Whale,
1130,2009-04-03,Acoustic,Whale,
1131,2009-04-04,Acoustic,Whale,
1132,2009-04-05,Acoustic,Whale,
1133,2009-04-06,Acoustic,Whale,
1134,2009-04-07,Acoustic,Whale,
1135,2009-04-08,Acoustic,Whale,
1136,2009-04-09,AcousticWhale,Whale,Whale
1137,2009-04-10,AcousticWhale,Whale,Whale
1138,2009-04-11,Acoustic,Whale,
1139,2009-04-12,Acoustic,Whale,
1140,2009-04-13,Acoustic,Whale,
1141,2009-04-14,AcousticWhale,Whale,Whale
1142,2009-04-15,Acoustic,Whale,
1143,2009-04-16,Acoustic,Whale,
1144,2009-04-17,AcousticWhale,Whale,Whale
1145,2009-04-18,AcousticWhale,Whale,Whale
1146,2009-04-19,Acoustic,Whale,
1147,2009-04-20,Acoustic,Whale,
1148,2009-04-21,Acoustic,Whale,
1149,2009-04-22,Acoustic,Whale,
1150,2009-04-23,Acoustic,Whale,
1151,2009-04-24,AcousticWhale,Whale,Whale
1152,2009-04-25,AcousticWhale,Whale,Whale
1153,2009-04-26,AcousticWhale,Whale,Whale
1154,2009-04-27,AcousticWhale,Whale,Whale
1155,2009-04-28,Acoustic,Whale,
1156,2009-04-29,Acoustic,Whale,
1157,2009-04-30,AcousticWhale,Whale,Whale
1158,2009-05-01,Acoustic,Whale,
1159,2009-05-02,Acoustic,Whale,
1160,2009-05-03,Acoustic,Whale,
1161,2009-05-04,AcousticWhale,Whale,Whale
1162,2009-05-05,Acoustic,Whale,
1163,2009-05-06,Acoustic,Whale,
1164,2009-05-07,Acoustic,Whale,
1165,2009-05-08,Acoustic,Whale,
1166,2009-05-09,Acoustic,Whale,
1167,2009-05-10,Acoustic,Whale,
1168,2009-05-11,Acoustic,Whale,
1169,2009-05-12,Acoustic,Whale,
1170,2009-05-13,Acoustic,Whale,
1171,2009-05-14,Acoustic,Whale,
1172,2009-05-15,Acoustic,Whale,
1173,2009-05-16,Acoustic,Whale,
1174,2009-09-26,Whale,Whale,Whale
1175,2010-01-28,Whale,Whale,Whale
1176,2010-02-02,Whale,Whale,Whale
1177,2010-02-03,Whale,Whale,Whale
1178,2010-02-13,Whale,Whale,Whale
1179,2010-02-22,Whale,Whale,Whale
1180,2010-02-28,Whale,Whale,Whale
1181,2010-03-02,Whale,Whale,Whale
1182,2010-03-07,Whale,Whale,Whale
1183,2010-03-08,Acoustic,Whale,
1184,2010-03-09,Acoustic,Whale,
1185,2010-03-10,Acoustic,Whale,
1186,2010-03-11,Acoustic,Whale,
1187,2010-03-12,AcousticWhale,Whale,Whale
1188,2010-03-13,Acoustic,Whale,
1189,2010-03-14,Acoustic,Whale,
1190,2010-03-15,Acoustic,Whale,
1191,2010-03-16,Acoustic,Whale,
1192,2010-03-17,AcousticWhale,Whale,Whale
1193,2010-03-18,Acoustic,Whale,
1194,2010-03-19,AcousticWhale,Whale,Whale
1195,2010-03-20,Acoustic,Whale,
1196,2010-03-21,AcousticWhale,Whale,Whale
1197,2010-03-22,Acoustic,Whale,
1198,2010-03-23,Acoustic,Whale,
1199,2010-03-24,Acoustic,Whale,
1200,2010-03-25,AcousticWhale,Whale,Whale
1201,2010-03-26,Acoustic,Whale,
1202,2010-03-27,Acoustic,Whale,
1203,2010-03-28,AcousticWhale,Whale,Whale
1204,2010-03-29,Acoustic,Whale,
1205,2010-03-30,Acoustic,Whale,
1206,2010-03-31,Acoustic,Whale,
1207,2010-04-01,AcousticWhale,Whale,Whale
1208,2010-04-02,AcousticWhale,Whale,Whale
1209,2010-04-03,AcousticWhale,Whale,Whale
1210,2010-04-04,AcousticWhale,Whale,Whale
1211,2010-04-05,AcousticWhale,Whale,Whale
1212,2010-04-06,AcousticWhale,Whale,Whale
1213,2010-04-07,Acoustic,Whale,
1214,2010-04-08,AcousticWhale,Whale,Whale
1215,2010-04-09,Acoustic,Whale,
1216,2010-04-10,AcousticWhale,Whale,Whale
1217,2010-04-11,Acoustic,Whale,
1218,2010-04-12,AcousticWhale,Whale,Whale
1219,2010-04-13,AcousticWhale,Whale,Whale
1220,2010-04-14,AcousticWhale,Whale,Whale
1221,2010-04-15,Acoustic,Whale,
1222,2010-04-16,Acoustic,Whale,
1223,2010-04-17,Acoustic,Whale,
1224,2010-04-18,AcousticWhale,Whale,Whale
1225,2010-04-19,Acoustic,Whale,
1226,2010-04-20,AcousticWhale,Whale,Whale
1227,2010-04-21,Acoustic,Whale,
1228,2010-04-22,Acoustic,Whale,
1229,2010-04-23,Acoustic,Whale,
1230,2010-04-24,Acoustic,Whale,
1231,2010-04-25,Acoustic,Whale,
1232,2010-04-26,Acoustic,Whale,
1233,2010-04-27,Acoustic,Whale,
1234,2010-04-28,Acoustic,Whale,
1235,2010-04-29,Acoustic,Whale,
1236,2010-04-30,Acoustic,Whale,
1237,2010-05-01,Acoustic,Whale,
1238,2010-05-02,Acoustic,Whale,
1239,2010-05-03,Acoustic,Whale,
1240,2010-05-04,Acoustic,Whale,
1241,2010-05-05,Acoustic,Whale,
1242,2011-01-06,Whale,Whale,Whale
1243,2011-01-17,Whale,Whale,Whale
1244,2011-01-22,Whale,Whale,Whale
1245,2011-01-28,Whale,Whale,Whale
1246,2011-01-29,Whale,Whale,Whale
1247,2011-02-07,Whale,Whale,Whale
1248,2011-02-17,AcousticWhaleZooplankton,Whale,Whale
1249,2011-02-18,Acoustic,Whale,
1250,2011-02-19,Acoustic,Whale,
1251,2011-02-20,Acoustic,Whale,
1252,2011-02-21,Acoustic,Whale,
1253,2011-02-22,Acoustic,Whale,
1254,2011-02-23,Acoustic,Whale,
1255,2011-02-24,AcousticWhaleZooplankton,Whale,Whale
1256,2011-02-25,Acoustic,Whale,
1257,2011-02-26,Acoustic,Whale,
1258,2011-02-27,Acoustic,Whale,
1259,2011-02-28,Acoustic,Whale,
1260,2011-03-01,Acoustic,Whale,
1261,2011-03-02,Acoustic,Whale,
1262,2011-03-03,Acoustic,Whale,
1263,2011-03-04,AcousticWhale,Whale,Whale
1264,2011-03-05,Acoustic,Whale,
1265,2011-03-06,Acoustic,Whale,
1266,2011-03-07,Acoustic,Whale,
1267,2011-03-08,AcousticWhale,Whale,Whale
1268,2011-03-09,Acoustic,Whale,
1269,2011-03-10,Acoustic,Whale,
1270,2011-03-11,Acoustic,Whale,
1271,2011-03-12,Acoustic,Whale,
1272,2011-03-13,AcousticWhale,Whale,Whale
1273,2011-03-14,Acoustic,Whale,
1274,2011-03-15,Acoustic,Whale,
1275,2011-03-16,Acoustic,Whale,
1276,2011-03-17,AcousticWhaleZooplankton,Whale,Whale
1277,2011-03-18,Acoustic,Whale,
1278,2011-03-19,Acoustic,Whale,
1279,2011-03-20,AcousticWhale,Whale,Whale
1280,2011-03-21,Acoustic,Whale,
1281,2011-03-22,Acoustic,Whale,
1282,2011-03-23,AcousticWhale,Whale,Whale
1283,2011-03-24,Acoustic,Whale,
1284,2011-03-25,Acoustic,Whale,
1285,2011-03-26,AcousticWhale,Whale,Whale
1286,2011-03-27,Acoustic,Whale,
1287,2011-03-28,Acoustic,Whale,
1288,2011-03-29,Acoustic,Whale,
1289,2011-03-30,AcousticWhale,Whale,Whale
1290,2011-03-31,Acoustic,Whale,
1291,2011-04-01,Acoustic,Whale,
1292,2011-04-02,Acoustic,Whale,
1293,2011-04-03,Acoustic,Whale,
1294,2011-04-04,Acoustic,Whale,
1295,2011-04-05,Acoustic,Whale,
1296,2011-04-06,Acoustic,Whale,
1297,2011-04-07,AcousticWhale,Whale,Whale
1298,2011-04-08,AcousticWhale,Whale,Whale
1299,2011-04-09,Acoustic,Whale,
1300,2011-04-10,Acoustic,Whale,
1301,2011-04-11,Acoustic,Whale,
1302,2011-04-12,Acoustic,Whale,
1303,2011-04-13,Acoustic,Whale,
1304,2011-04-14,AcousticWhale,Whale,Whale
1305,2011-04-15,AcousticWhale,Whale,Whale
1306,2011-04-16,Acoustic,Whale,
1307,2011-04-17,Acoustic,Whale,
1308,2011-04-18,Acoustic,Whale,
1309,2011-04-19,AcousticWhaleZooplankton,Whale,Whale
1310,2011-04-20,Acoustic,Whale,
1311,2011-04-21,Acoustic,Whale,
1312,2011-04-22,AcousticWhale,Whale,Whale
1313,2011-04-23,Acoustic,Whale,
1314,2011-04-24,AcousticWhale,Whale,Whale
1315,2011-04-25,AcousticWhaleZooplankton,Whale,Whale
1316,2011-04-26,Acoustic,Whale,
1317,2011-04-27,AcousticWhale,Whale,Whale
1318,2011-04-28,Acoustic,Whale,
1319,2011-04-29,AcousticWhaleZooplankton,Whale,Whale
1320,2011-04-30,AcousticWhale,Whale,Whale
1321,2011-05-01,Acoustic,Whale,
1322,2011-05-02,AcousticWhale,Whale,Whale
1323,2011-05-03,AcousticWhale,Whale,Whale
1324,2011-05-04,Acoustic,Whale,
1325,2011-05-05,Acoustic,Whale,
1326,2011-05-06,Acoustic,Whale,
1327,2011-05-07,Acoustic,Whale,
1328,2011-05-08,Acoustic,Whale,
1329,2011-11-30,Whale,Whale,Whale
1330,2011-12-03,Whale,Whale,Whale
1331,2012-01-07,Whale,Whale,Whale
1332,2012-01-16,Whale,Whale,Whale
1333,2012-01-23,Whale,Whale,Whale
1334,2012-01-26,WhaleZooplankton,Whale,Whale
1335,2012-02-02,Whale,Whale,Whale
1336,2012-02-05,Whale,Whale,Whale
1337,2012-02-09,WhaleZooplankton,Whale,Whale
1338,2012-02-15,WhaleZooplankton,Whale,Whale
1339,2012-02-16,Whale,Whale,Whale
1340,2012-02-27,WhaleZooplankton,Whale,Whale
1341,2012-02-29,WhaleZooplankton,Whale,Whale
1342,2012-03-04,Whale,Whale,Whale
1343,2012-03-12,Whale,Whale,Whale
1344,2012-03-16,Whale,Whale,Whale
1345,2012-03-17,Whale,Whale,Whale
1346,2012-03-18,Whale,Whale,Whale
1347,2012-03-19,Whale,Whale,Whale
1348,2012-03-20,Whale,Whale,Whale
1349,2012-03-21,Whale,Whale,Whale
1350,2012-03-23,WhaleZooplankton,Whale,Whale
1351,2012-03-31,Whale,Whale,Whale
1352,2012-04-01,WhaleZooplankton,Whale,Whale
1353,2012-04-06,Whale,Whale,Whale
1354,2012-04-13,WhaleZooplankton,Whale,Whale
1355,2012-04-17,WhaleZooplankton,Whale,Whale
1356,2012-04-19,Whale,Whale,Whale
1357,2012-08-16,Whale,Whale,Whale
1358,2012-11-18,Whale,Whale,Whale
1359,2012-12-12,Whale,Whale,Whale
1360,2012-12-13,Whale,Whale,Whale
1361,2012-12-29,Whale,Whale,Whale
1362,2013-01-06,Whale,Whale,Whale
1363,2013-01-11,Whale,Whale,Whale
1364,2013-01-12,Whale,Whale,Whale
1365,2013-01-17,Whale,Whale,Whale
1366,2013-01-21,Whale,Whale,Whale
1367,2013-01-28,AcousticWhaleZooplankton,Whale,Whale
1368,2013-01-29,Acoustic,Whale,
1369,2013-01-30,Acoustic,Whale,
1370,2013-01-31,Acoustic,Whale,
1371,2013-02-01,Acoustic,Whale,
1372,2013-02-02,Acoustic,Whale,
1373,2013-02-03,Acoustic,Whale,
1374,2013-02-04,Acoustic,Whale,
1375,2013-02-05,AcousticWhale,Whale,Whale
1376,2013-02-06,AcousticWhale,Whale,Whale
1377,2013-02-07,Acoustic,Whale,
1378,2013-02-08,Acoustic,Whale,
1379,2013-02-09,Acoustic,Whale,
1380,2013-02-10,Acoustic,Whale,
1381,2013-02-11,Acoustic,Whale,
1382,2013-02-12,Acoustic,Whale,
1383,2013-02-13,AcousticWhale,Whale,Whale
1384,2013-02-14,Acoustic,Whale,
1385,2013-02-15,Acoustic,Whale,
1386,2013-02-16,Acoustic,Whale,
1387,2013-02-17,Acoustic,Whale,
1388,2013-02-18,Acoustic,Whale,
1389,2013-02-19,AcousticWhale,Whale,Whale
1390,2013-02-20,Acoustic,Whale,
1391,2013-02-21,Acoustic,Whale,
1392,2013-02-22,Acoustic,Whale,
1393,2013-02-23,AcousticWhale,Whale,Whale
1394,2013-02-24,Acoustic,Whale,
1395,2013-02-25,Acoustic,Whale,
1396,2013-02-26,AcousticWhale,Whale,Whale
1397,2013-02-27,Acoustic,Whale,
1398,2013-02-28,Acoustic,Whale,
1399,2013-03-01,Acoustic,Whale,
1400,2013-03-02,Acoustic,Whale,
1401,2013-03-03,Acoustic,Whale,
1402,2013-03-04,Acoustic,Whale,
1403,2013-03-05,Acoustic,Whale,
1404,2013-03-06,Acoustic,Whale,
1405,2013-03-07,Acoustic,Whale,
1406,2013-03-08,Acoustic,Whale,
1407,2013-03-09,Acoustic,Whale,
1408,2013-03-10,Acoustic,Whale,
1409,2013-03-11,AcousticWhaleZooplankton,Whale,Whale
1410,2013-03-12,Acoustic,Whale,
1411,2013-03-13,AcousticWhale,Whale,Whale
1412,2013-03-14,Acoustic,Whale,
1413,2013-03-15,Acoustic,Whale,
1414,2013-03-16,Acoustic,Whale,
1415,2013-03-17,Acoustic,Whale,
1416,2013-03-18,AcousticWhaleZooplankton,Whale,Whale
1417,2013-03-19,Acoustic,Whale,
1418,2013-03-20,Acoustic,Whale,
1419,2013-03-21,AcousticWhale,Whale,Whale
1420,2013-03-22,Acoustic,Whale,
1421,2013-03-23,Acoustic,Whale,
1422,2013-03-24,Acoustic,Whale,
1423,2013-03-25,Acoustic,Whale,
1424,2013-03-26,Acoustic,Whale,
1425,2013-03-27,AcousticWhale,Whale,Whale
1426,2013-03-28,Acoustic,Whale,
1427,2013-03-29,AcousticWhale,Whale,Whale
1428,2013-03-30,AcousticWhale,Whale,Whale
1429,2013-03-31,Acoustic,Whale,
1430,2013-04-01,Acoustic,Whale,
1431,2013-04-02,Acoustic,Whale,
1432,2013-04-03,Acoustic,Whale,
1433,2013-04-04,AcousticWhale,Whale,Whale
1434,2013-04-05,Acoustic,Whale,
1435,2013-04-06,Acoustic,Whale,
1436,2013-04-07,Acoustic,Whale,
1437,2013-04-08,AcousticWhaleZooplankton,Whale,Whale
1438,2013-04-09,Acoustic,Whale,
1439,2013-04-10,AcousticWhale,Whale,Whale
1440,2013-04-11,AcousticWhale,Whale,Whale
1441,2013-04-12,Acoustic,Whale,
1442,2013-04-13,AcousticWhale,Whale,Whale
1443,2013-04-14,AcousticWhale,Whale,Whale
1444,2013-04-15,AcousticWhaleZooplankton,Whale,Whale
1445,2013-04-16,Acoustic,Whale,
1446,2013-04-17,AcousticWhale,Whale,Whale
1447,2013-04-18,AcousticWhale,Whale,Whale
1448,2013-04-19,Acoustic,Whale,
1449,2013-04-20,Acoustic,Whale,
1450,2013-04-21,AcousticWhale,Whale,Whale
1451,2013-04-22,Acoustic,Whale,
1452,2013-04-23,AcousticWhale,Whale,Whale
1453,2013-04-24,Acoustic,Whale,
1454,2013-04-25,Acoustic,Whale,
1455,2013-04-26,AcousticWhaleZooplankton,Whale,Whale
1456,2013-04-27,AcousticWhale,Whale,Whale
1457,2013-04-28,AcousticWhale,Whale,Whale
1458,2013-04-29,AcousticWhaleZooplankton,Whale,Whale
1459,2013-04-30,AcousticWhale,Whale,Whale
1460,2013-05-01,AcousticWhaleZooplankton,Whale,Whale
1461,2013-05-02,Acoustic,Whale,
1462,2013-05-03,Acoustic,Whale,
1463,2013-05-04,Acoustic,Whale,
1464,2013-05-05,AcousticZooplankton,Whale,
1465,2013-05-06,Acoustic,Whale,
1466,2013-10-31,Whale,Whale,Whale
1467,2013-12-29,Whale,Whale,Whale
1468,2014-01-05,Whale,Whale,Whale
1469,2014-01-10,Whale,Whale,Whale
1470,2014-01-16,Whale,Whale,Whale
1471,2014-01-17,Whale,Whale,Whale
1472,2014-02-01,Whale,Whale,Whale
1473,2014-02-08,Whale,Whale,Whale
1474,2014-02-12,Whale,Whale,Whale
1475,2014-02-20,Whale,Whale,Whale
1476,2014-02-23,Whale,Whale,Whale
1477,2014-03-01,AcousticWhale,Whale,Whale
1478,2014-03-02,Acoustic,Whale,
1479,2014-03-03,Acoustic,Whale,
1480,2014-03-04,AcousticWhaleZooplankton,Whale,Whale
1481,2014-03-05,Acoustic,Whale,
1482,2014-03-06,Acoustic,Whale,
1483,2014-03-07,AcousticWhale,Whale,Whale
1484,2014-03-08,AcousticWhale,Whale,Whale
1485,2014-03-09,Acoustic,Whale,
1486,2014-03-10,AcousticWhale,Whale,Whale
1487,2014-03-11,Acoustic,Whale,
1488,2014-03-12,AcousticWhale,Whale,Whale
1489,2014-03-13,Acoustic,Whale,
1490,2014-03-14,AcousticWhale,Whale,Whale
1491,2014-03-15,Acoustic,Whale,
1492,2014-03-16,Acoustic,Whale,
1493,2014-03-17,AcousticWhale,Whale,Whale
1494,2014-03-18,AcousticWhale,Whale,Whale
1495,2014-03-19,AcousticWhale,Whale,Whale
1496,2014-03-20,Acoustic,Whale,
1497,2014-03-21,Acoustic,Whale,
1498,2014-03-22,Acoustic,Whale,
1499,2014-03-23,AcousticWhale,Whale,Whale
1500,2014-03-24,Acoustic,Whale,
1501,2014-03-25,AcousticWhaleZooplankton,Whale,Whale
1502,2014-03-26,Acoustic,Whale,
1503,2014-03-27,Acoustic,Whale,
1504,2014-03-28,Acoustic,Whale,
1505,2014-03-29,Acoustic,Whale,
1506,2014-03-30,Acoustic,Whale,
1507,2014-03-31,Acoustic,Whale,
1508,2014-04-01,Acoustic,Whale,
1509,2014-04-02,AcousticWhaleZooplankton,Whale,Whale
1510,2014-04-03,Acoustic,Whale,
1511,2014-04-04,AcousticWhaleZooplankton,Whale,Whale
1512,2014-04-05,Acoustic,Whale,
1513,2014-04-06,AcousticWhale,Whale,Whale
1514,2014-04-07,AcousticWhale,Whale,Whale
1515,2014-04-08,Acoustic,Whale,
1516,2014-04-09,AcousticWhaleZooplankton,Whale,Whale
1517,2014-04-10,Acoustic,Whale,
1518,2014-04-11,Acoustic,Whale,
1519,2014-04-12,AcousticWhaleZooplankton,Whale,Whale
1520,2014-04-13,Acoustic,Whale,
1521,2014-04-14,Acoustic,Whale,
1522,2014-04-15,Acoustic,Whale,
1523,2014-04-16,Acoustic,Whale,
1524,2014-04-17,AcousticWhale,Whale,Whale
1525,2014-04-18,AcousticWhaleZooplankton,Whale,Whale
1526,2014-04-19,AcousticWhale,Whale,Whale
1527,2014-04-20,Acoustic,Whale,
1528,2014-04-21,AcousticWhaleZooplankton,Whale,Whale
1529,2014-04-22,Acoustic,Whale,
1530,2014-04-23,Acoustic,Whale,
1531,2014-04-24,Acoustic,Whale,
1532,2014-04-25,AcousticWhaleZooplankton,Whale,Whale
1533,2014-04-26,Acoustic,Whale,
1534,2014-04-27,Acoustic,Whale,
1535,2014-04-28,Acoustic,Whale,
1536,2014-04-29,Acoustic,Whale,
1537,2014-04-30,Acoustic,Whale,
1538,2014-05-01,Acoustic,Whale,
1539,2014-05-02,Acoustic,Whale,
1540,2014-05-03,Acoustic,Whale,
1541,2014-05-04,Acoustic,Whale,
1542,2014-05-05,Acoustic,Whale,
1543,2014-05-06,Acoustic,Whale,
1544,2014-05-07,Acoustic,Whale,
1545,2014-05-08,Acoustic,Whale,
1546,2014-05-09,Acoustic,Whale,
1547,2014-05-10,Acoustic,Whale,
1548,2014-05-11,Acoustic,Whale,
1549,2014-05-12,Acoustic,Whale,
1550,2014-05-13,Acoustic,Whale,
1551,2014-05-14,Acoustic,Whale,
1552,2014-05-15,Acoustic,Whale,
1553,2014-05-16,Acoustic,Whale,
1554,2014-05-17,Acoustic,Whale,
1555,2014-05-18,Acoustic,Whale,
1556,2014-05-19,Acoustic,Whale,
1557,2014-05-20,Acoustic,Whale,
1558,2014-05-21,Acoustic,Whale,
1559,2014-12-22,Whale,Whale,Whale
1560,2015-01-11,Whale,Whale,Whale
1561,2015-01-21,Whale,Whale,Whale
1562,2015-01-23,Whale,Whale,Whale
1563,2015-02-12,Whale,Whale,Whale
1564,2015-02-17,Acoustic,Whale,
1565,2015-02-18,AcousticWhaleZooplankton,Whale,Whale
1566,2015-02-19,Acoustic,Whale,
1567,2015-02-20,Acoustic,Whale,
1568,2015-02-21,Acoustic,Whale,
1569,2015-02-22,Acoustic,Whale,
1570,2015-02-23,Acoustic,Whale,
1571,2015-02-24,AcousticWhale,Whale,Whale
1572,2015-02-25,Acoustic,Whale,
1573,2015-02-26,Acoustic,Whale,
1574,2015-02-27,Acoustic,Whale,
1575,2015-02-28,AcousticWhale,Whale,Whale
1576,2015-03-01,Acoustic,Whale,
1577,2015-03-02,Acoustic,Whale,
1578,2015-03-03,AcousticWhale,Whale,Whale
1579,2015-03-04,Acoustic,Whale,
1580,2015-03-05,Acoustic,Whale,
1581,2015-03-06,AcousticWhale,Whale,Whale
1582,2015-03-07,AcousticWhale,Whale,Whale
1583,2015-03-08,Acoustic,Whale,
1584,2015-03-09,Acoustic,Whale,
1585,2015-03-10,AcousticWhale,Whale,Whale
1586,2015-03-11,Acoustic,Whale,
1587,2015-03-12,Acoustic,Whale,
1588,2015-03-13,Acoustic,Whale,
1589,2015-03-14,Acoustic,Whale,
1590,2015-03-15,Acoustic,Whale,
1591,2015-03-16,Acoustic,Whale,
1592,2015-03-17,Acoustic,Whale,
1593,2015-03-18,Acoustic,Whale,
1594,2015-03-19,Acoustic,Whale,
1595,2015-03-20,AcousticWhaleZooplankton,Whale,Whale
1596,2015-03-21,Acoustic,Whale,
1597,2015-03-22,Acoustic,Whale,
1598,2015-03-23,Acoustic,Whale,
1599,2015-03-24,Acoustic,Whale,
1600,2015-03-25,Acoustic,Whale,
1601,2015-03-26,Acoustic,Whale,
1602,2015-03-27,Acoustic,Whale,
1603,2015-03-28,Acoustic,Whale,
1604,2015-03-29,Acoustic,Whale,
1605,2015-03-30,Acoustic,Whale,
1606,2015-03-31,Acoustic,Whale,
1607,2015-04-01,Acoustic,Whale,
1608,2015-04-02,Acoustic,Whale,
1609,2015-04-03,Acoustic,Whale,
1610,2015-04-04,Acoustic,Whale,
1611,2015-04-05,Acoustic,Whale,
1612,2015-04-06,AcousticWhaleZooplankton,Whale,Whale
1613,2015-04-07,Acoustic,Whale,
1614,2015-04-08,Acoustic,Whale,
1615,2015-04-09,Acoustic,Whale,
1616,2015-04-10,Acoustic,Whale,
1617,2015-04-11,Acoustic,Whale,
1618,2015-04-12,AcousticWhale,Whale,Whale
1619,2015-04-13,Acoustic,Whale,
1620,2015-04-14,Acoustic,Whale,
1621,2015-04-15,AcousticWhaleZooplankton,Whale,Whale
1622,2015-04-16,AcousticWhale,Whale,Whale
1623,2015-04-17,Acoustic,Whale,
1624,2015-04-18,AcousticWhaleZooplankton,Whale,Whale
1625,2015-04-19,AcousticWhale,Whale,Whale
1626,2015-04-20,Acoustic,Whale,
1627,2015-04-21,AcousticWhale,Whale,Whale
1628,2015-04-22,AcousticWhale,Whale,Whale
1629,2015-04-23,Acoustic,Whale,
1630,2015-04-24,Acoustic,Whale,
1631,2015-04-25,AcousticWhale,Whale,Whale
1632,2015-04-26,AcousticWhale,Whale,Whale
1633,2015-04-27,AcousticWhaleZooplankton,Whale,Whale
1634,2015-04-28,Acoustic,Whale,
1635,2015-04-29,AcousticWhale,Whale,Whale
1636,2015-04-30,AcousticWhale,Whale,Whale
1637,2015-05-01,AcousticWhale,Whale,Whale
1638,2015-05-02,AcousticWhale,Whale,Whale
1639,2015-05-03,AcousticWhale,Whale,Whale
1640,2015-05-04,AcousticWhale,Whale,Whale
1641,2015-05-05,Acoustic,Whale,
1642,2015-05-06,AcousticWhaleZooplankton,Whale,Whale
1643,2015-05-07,AcousticWhale,Whale,Whale
1644,2015-05-08,AcousticWhaleZooplankton,Whale,Whale
1645,2015-05-09,AcousticWhale,Whale,Whale
1646,2015-05-10,Acoustic,Whale,
1647,2015-05-11,AcousticWhale,Whale,Whale
